Employee_ID,Age,Department,Job_Role,Education,Monthly_Income_AED,Years_At_Company,Job_Satisfaction,Work_Life_Balance,OverTime,Distance_From_Home_km,Attrition
EMP0339,32,Operations,Analyst,Master,4968.0,0.5,2,3,Yes,16,Yes
EMP0340,30,HR,Analyst,Master,9065.0,1.0,4,1,No,1,No
EMP0341,50,Marketing,Consultant,Bachelor,4207.0,5.3,2,2,No,8,No
EMP0342,54,Marketing,Developer,Bachelor,7628.0,1.9,2,4,Yes,4,Yes
EMP0343,29,Finance,Analyst,Bachelor,8649.0,0.5,4,2,No,22,No
EMP0344,45,Sales,Executive,Master,11912.0,6.2,3,2,No,18,No
EMP0345,26,IT,Developer,PhD,7989.0,7.0,4,1,Yes,2,No
EMP0346,44,Operations,Consultant,Bachelor,6496.0,10.4,3,2,No,7,No
EMP0347,36,Operations,Executive,Bachelor,6203.0,7.3,2,3,No,5,No
EMP0348,57,IT,Consultant,High School,7556.0,9.7,4,1,No,17,No
EMP0349,42,HR,Consultant,High School,15803.0,8.1,3,3,No,3,No
EMP0350,59,Operations,Developer,Bachelor,5282.0,5.7,2,1,No,13,No
EMP0351,25,Operations,Executive,Bachelor,9431.0,3.8,4,1,No,5,No
EMP0352,36,Finance,Manager,Master,7345.0,6.1,3,1,Yes,19,No
EMP0353,59,Operations,Analyst,Bachelor,9993.0,6.5,1,2,Yes,7,No
EMP0354,36,IT,Manager,Bachelor,4663.0,7.6,1,3,No,28,Yes
EMP0355,56,Marketing,Manager,Bachelor,6015.0,6.9,4,1,Yes,5,Yes
EMP0356,43,Marketing,Executive,PhD,5055.0,4.5,4,1,No,11,Yes
EMP0357,36,Finance,Executive,Bachelor,5425.0,1.3,3,2,No,5,No
EMP0358,52,Finance,Executive,Bachelor,13195.0,5.5,3,1,No,2,No
EMP0359,39,Sales,Analyst,Bachelor,5356.0,2.8,3,2,No,18,No
EMP0360,32,HR,Analyst,High School,5227.0,10.6,4,4,Yes,20,No
EMP0361,45,Finance,Executive,High School,8050.0,8.0,2,4,Yes,13,No
EMP0362,23,IT,Consultant,Bachelor,7817.0,2.6,1,1,Yes,25,No
EMP0363,50,HR,Consultant,Bachelor,5833.0,5.9,4,4,No,8,No
EMP0364,32,IT,Developer,Master,16376.0,4.4,1,3,Yes,8,No
EMP0365,33,Finance,Developer,High School,8602.0,1.2,1,1,No,7,No
EMP0366,23,Marketing,Analyst,Master,3914.0,8.9,1,1,No,13,No
EMP0367,40,Marketing,Analyst,Master,7901.0,7.4,3,3,No,20,No
EMP0368,56,IT,Consultant,Bachelor,6433.0,10.1,4,4,No,23,No
EMP0369,33,Marketing,Executive,Bachelor,7762.0,1.1,3,3,Yes,9,No
EMP0370,32,HR,Consultant,Master,3940.0,1.3,2,1,No,27,No
EMP0371,58,IT,Analyst,High School,5960.0,2.5,4,3,No,13,No
EMP0372,28,Marketing,Developer,Bachelor,7688.0,13.9,1,2,No,18,No
EMP0373,25,Sales,Analyst,Master,14261.0,22.7,2,2,No,19,No
EMP0374,56,HR,Manager,Bachelor,4234.0,4.2,3,4,No,27,No
EMP0375,43,IT,Consultant,PhD,11588.0,13.4,2,4,No,28,No
EMP0376,38,Sales,Manager,Bachelor,8602.0,1.9,3,2,No,23,No
EMP0377,40,Finance,Executive,Master,6512.0,18.8,1,2,Yes,17,No
EMP0378,43,Sales,Manager,Master,14605.0,2.3,2,4,No,29,No
EMP0379,45,Marketing,Developer,Bachelor,8775.0,2.3,4,3,No,8,No
EMP0380,41,Sales,Consultant,PhD,11489.0,4.7,1,2,No,29,No
EMP0381,29,Sales,Consultant,Bachelor,4493.0,0.9,2,1,No,20,Yes
EMP0382,38,Operations,Consultant,Master,6909.0,9.9,4,3,Yes,25,No
EMP0383,25,Marketing,Manager,Bachelor,8569.0,12.7,4,4,Yes,6,No
EMP0384,49,IT,Executive,Bachelor,9520.0,4.8,1,3,No,21,No
EMP0385,54,Operations,Developer,Bachelor,8328.0,0.7,4,2,No,11,No
EMP0386,45,Finance,Analyst,Bachelor,7536.0,2.9,1,3,No,19,No
EMP0387,56,Operations,Manager,PhD,4808.0,1.1,2,3,Yes,22,No
EMP0388,47,Marketing,Consultant,Master,9403.0,0.8,2,2,No,16,No
EMP0389,38,IT,Developer,Master,9859.0,5.6,2,3,Yes,1,No
EMP0390,40,Sales,Analyst,Bachelor,6262.0,1.4,4,3,No,20,No
EMP0391,41,HR,Executive,PhD,9420.0,2.3,2,1,No,25,No
EMP0392,54,HR,Manager,Bachelor,8388.0,2.1,3,3,Yes,15,No
EMP0393,46,Sales,Executive,Master,8969.0,8.7,1,2,Yes,1,No
EMP0394,30,HR,Manager,Bachelor,10734.0,9.2,4,4,No,13,No
EMP0395,44,Operations,Manager,Bachelor,7021.0,0.5,2,2,No,26,No
EMP0396,33,Marketing,Consultant,Bachelor,12191.0,1.6,2,2,No,11,No
EMP0397,30,HR,Manager,Bachelor,7356.0,3.5,1,2,No,14,Yes
EMP0398,46,Marketing,Developer,Bachelor,3389.0,7.9,2,1,No,18,Yes
EMP0399,48,Operations,Consultant,Master,11896.0,0.5,3,2,No,13,No
EMP0400,38,Marketing,Developer,Master,8561.0,3.9,3,4,Yes,12,No
EMP0401,50,Marketing,Analyst,Master,9539.0,0.5,3,1,No,8,No
EMP0402,48,Sales,Analyst,Master,7844.0,4.0,3,3,No,3,No
EMP0403,52,HR,Developer,Master,12192.0,13.9,3,3,No,25,No
EMP0404,23,Sales,Manager,Bachelor,10902.0,0.7,1,3,No,5,Yes
EMP0405,49,Sales,Manager,Master,5464.0,0.7,2,2,No,13,No
EMP0406,24,IT,Manager,Bachelor,4837.0,3.4,3,3,Yes,27,No
EMP0407,46,Operations,Analyst,Bachelor,7508.0,1.6,4,2,No,6,No
EMP0408,35,Sales,Executive,High School,5183.0,0.5,2,3,No,5,No
EMP0409,35,IT,Analyst,Bachelor,3142.0,0.7,1,4,No,28,Yes
EMP0410,47,Sales,Developer,PhD,3000.0,7.9,4,1,No,2,Yes
EMP0411,28,Sales,Developer,High School,13317.0,14.0,4,3,No,23,No
EMP0412,59,Sales,Developer,Master,7205.0,19.7,2,4,No,20,No
EMP0413,39,HR,Consultant,Bachelor,5715.0,3.3,1,3,No,6,No
EMP0414,28,Finance,Executive,Master,10164.0,0.9,2,4,No,3,No
EMP0415,59,HR,Consultant,Master,7268.0,5.7,4,1,Yes,26,No
EMP0416,52,Finance,Analyst,Bachelor,10795.0,14.9,1,2,No,14,No
EMP0417,24,Finance,Manager,High School,9320.0,3.0,1,1,No,21,Yes
EMP0418,58,Operations,Developer,Master,8558.0,1.3,3,4,Yes,7,No
EMP0419,32,Operations,Developer,Bachelor,9637.0,6.4,3,3,No,4,No
EMP0420,47,Finance,Manager,Master,4282.0,0.8,3,1,Yes,1,Yes
EMP0421,40,IT,Executive,Bachelor,7590.0,0.5,2,4,No,18,No
EMP0422,54,IT,Developer,High School,10451.0,5.0,4,4,No,13,No
EMP0423,38,Sales,Consultant,Master,3000.0,0.5,4,4,Yes,6,No
EMP0424,44,Marketing,Executive,PhD,8082.0,0.7,1,3,Yes,17,No
EMP0425,53,Finance,Consultant,Bachelor,7344.0,15.0,3,3,Yes,16,No
EMP0426,26,Marketing,Analyst,Bachelor,7564.0,5.1,4,2,No,4,No
EMP0427,45,Finance,Executive,Master,9273.0,30.0,1,3,No,25,No
EMP0428,22,Finance,Manager,Master,5094.0,7.5,4,2,No,19,No
EMP0429,36,Operations,Manager,High School,10581.0,0.5,4,1,No,3,Yes
EMP0430,31,Operations,Manager,Bachelor,8980.0,1.2,1,1,No,13,Yes
EMP0431,48,IT,Manager,Master,7484.0,0.7,2,1,Yes,17,No
EMP0432,39,Sales,Executive,Bachelor,8013.0,4.2,3,1,Yes,17,No
EMP0433,27,Operations,Manager,Bachelor,13223.0,12.0,2,4,No,25,No
EMP0434,23,Finance,Manager,Bachelor,10349.0,8.1,2,1,Yes,19,Yes
EMP0435,34,Marketing,Executive,Bachelor,6087.0,7.8,1,2,No,1,No
EMP0436,57,Sales,Developer,Bachelor,11010.0,5.8,4,2,No,29,No
EMP0437,44,Sales,Developer,Bachelor,7576.0,1.3,3,2,No,15,No
EMP0438,22,IT,Developer,Master,10323.0,14.8,2,4,Yes,9,No
EMP0439,29,HR,Consultant,High School,5194.0,0.5,3,4,No,19,No
EMP0440,22,HR,Consultant,Master,9626.0,1.4,4,3,No,6,No
EMP0441,48,HR,Executive,Bachelor,7890.0,3.4,4,3,No,27,No
EMP0442,41,Sales,Executive,Bachelor,3837.0,9.3,2,4,Yes,27,No
EMP0443,40,HR,Manager,Bachelor,6902.0,9.3,1,1,No,2,No
EMP0444,29,Operations,Executive,Bachelor,6857.0,0.7,4,4,Yes,7,No
EMP0445,27,Finance,Consultant,Master,7020.0,7.1,2,1,No,5,No
EMP0446,51,Marketing,Developer,Bachelor,6294.0,1.7,1,2,No,18,No
EMP0447,23,IT,Analyst,Bachelor,11569.0,7.2,3,1,No,19,No
EMP0448,50,HR,Executive,PhD,9759.0,9.1,1,3,Yes,22,No
EMP0449,28,Sales,Executive,Bachelor,3000.0,2.4,4,1,No,19,No
EMP0450,43,HR,Executive,PhD,10005.0,6.0,1,4,No,21,No
EMP0451,45,IT,Analyst,High School,5153.0,12.6,4,1,Yes,21,No
EMP0452,49,Marketing,Developer,Master,3194.0,3.2,4,1,No,3,No
EMP0453,25,Finance,Executive,Master,10437.0,6.6,4,4,No,28,No
EMP0454,58,IT,Consultant,Master,6417.0,0.5,1,4,No,2,Yes
EMP0455,28,IT,Executive,Bachelor,11587.0,0.5,3,3,No,8,No
EMP0456,58,Marketing,Executive,Bachelor,6857.0,3.7,3,4,No,2,No
EMP0457,56,Marketing,Consultant,Bachelor,10871.0,1.7,3,1,Yes,19,No
EMP0458,49,Operations,Executive,Bachelor,7731.0,1.1,2,2,No,4,No
EMP0459,30,Finance,Analyst,Master,13658.0,0.8,1,3,No,12,No
EMP0460,30,Marketing,Developer,Master,4903.0,1.5,1,1,Yes,26,Yes
EMP0461,32,Marketing,Executive,PhD,7719.0,1.7,3,1,No,17,No
EMP0462,42,Sales,Consultant,Bachelor,6211.0,6.5,4,1,No,5,No
EMP0463,26,Finance,Developer,Master,3000.0,0.7,3,2,No,1,No
EMP0464,45,Finance,Analyst,Master,8609.0,5.0,4,4,No,16,No
EMP0465,23,Sales,Analyst,Bachelor,6512.0,1.1,3,1,No,5,No
EMP0466,29,Sales,Analyst,Bachelor,10079.0,4.9,1,2,Yes,20,Yes
EMP0467,30,IT,Analyst,Master,10360.0,0.5,3,2,Yes,25,Yes
EMP0468,46,IT,Analyst,PhD,8124.0,2.7,3,4,Yes,3,No
EMP0469,43,IT,Consultant,Bachelor,10988.0,7.1,4,3,No,9,No
EMP0470,45,Finance,Developer,Master,10050.0,1.3,4,4,No,11,No
EMP0471,40,Operations,Consultant,Bachelor,7687.0,12.2,4,3,Yes,25,No
EMP0472,41,Sales,Manager,Bachelor,4395.0,1.3,2,3,No,5,No
EMP0473,36,IT,Executive,Bachelor,10513.0,17.4,1,4,Yes,17,No
EMP0474,59,IT,Manager,PhD,6330.0,1.9,4,1,Yes,8,No
EMP0475,57,HR,Executive,Bachelor,7824.0,4.9,2,1,No,2,No
EMP0476,54,Operations,Consultant,Bachelor,4564.0,0.8,1,1,No,1,No
EMP0477,45,Marketing,Executive,Bachelor,4413.0,7.6,4,1,No,23,No
EMP0478,45,Finance,Analyst,Master,12524.0,1.0,2,4,No,23,No
EMP0479,56,HR,Developer,Bachelor,6391.0,0.5,1,4,No,14,No
EMP0480,54,Sales,Manager,Bachelor,14175.0,2.2,1,4,No,22,No
EMP0481,57,Marketing,Executive,Master,5374.0,1.7,3,3,Yes,25,No
EMP0482,39,Finance,Manager,Master,7391.0,12.7,3,4,Yes,23,No
EMP0483,54,Finance,Executive,Master,9381.0,1.3,2,4,No,18,No
EMP0484,54,Sales,Executive,Master,15518.0,5.0,2,2,No,9,No
EMP0485,40,Marketing,Analyst,Bachelor,6686.0,0.5,4,1,Yes,5,Yes
EMP0486,26,Sales,Consultant,PhD,7600.0,11.3,4,4,No,26,No
EMP0487,24,Operations,Manager,Master,5808.0,5.0,1,4,No,13,No
EMP0488,37,HR,Executive,Master,5144.0,3.1,1,4,Yes,13,No
EMP0489,29,HR,Developer,Master,9719.0,0.5,4,4,Yes,1,No
EMP0490,55,Finance,Manager,High School,10419.0,20.1,3,4,No,21,No
EMP0491,27,HR,Developer,Master,9054.0,7.0,3,3,Yes,18,Yes
EMP0492,58,Operations,Consultant,Master,7727.0,13.0,1,2,No,22,No
EMP0493,32,Sales,Executive,Bachelor,8562.0,4.3,2,2,No,17,No
EMP0494,50,Operations,Developer,PhD,9697.0,2.9,3,4,No,23,No
EMP0495,39,Sales,Developer,Master,7918.0,0.6,2,4,No,27,No
EMP0496,30,Finance,Developer,Master,4621.0,0.5,3,1,No,3,No
EMP0497,28,IT,Analyst,Bachelor,8041.0,2.8,2,2,Yes,5,No
EMP0498,38,HR,Analyst,Bachelor,3884.0,2.9,4,2,No,23,No
EMP0499,42,Sales,Manager,Master,7736.0,1.3,4,4,Yes,11,No
EMP0500,25,IT,Consultant,PhD,4122.0,1.9,1,4,Yes,27,No
EMP0501,34,Sales,Analyst,Bachelor,11820.0,1.5,2,3,No,21,No
EMP0502,34,IT,Developer,Master,7832.0,1.5,4,4,Yes,18,No
EMP0503,23,Finance,Manager,Bachelor,5784.0,12.7,3,3,No,29,No
EMP0504,40,Sales,Analyst,Bachelor,8876.0,7.0,2,1,No,11,No
EMP0505,45,HR,Developer,Bachelor,4715.0,2.2,4,1,Yes,12,No
EMP0506,46,HR,Consultant,High School,12206.0,3.3,3,2,No,4,No
EMP0507,30,IT,Consultant,Bachelor,7993.0,11.7,2,1,Yes,24,Yes
EMP0508,38,Finance,Manager,Bachelor,10221.0,7.2,3,3,Yes,17,No
EMP0509,43,Marketing,Executive,Master,7335.0,1.0,3,2,Yes,16,No
EMP0510,41,IT,Executive,Bachelor,15117.0,2.1,2,1,Yes,25,Yes
EMP0511,53,Operations,Executive,PhD,12793.0,0.5,1,2,No,7,No
EMP0512,25,Finance,Analyst,Bachelor,6473.0,1.8,3,1,No,8,No
EMP0513,56,IT,Analyst,Master,11973.0,12.6,4,3,No,14,No
EMP0514,47,Operations,Executive,PhD,8243.0,0.5,1,3,No,10,Yes
EMP0515,36,HR,Executive,Bachelor,10582.0,11.0,4,4,No,17,No
EMP0516,31,Operations,Manager,High School,15204.0,6.3,3,2,No,24,No
EMP0517,29,Finance,Analyst,Master,10704.0,0.5,2,1,No,8,Yes
EMP0518,44,Finance,Executive,PhD,7159.0,3.5,4,1,No,17,No
EMP0519,55,HR,Developer,Bachelor,10612.0,2.2,3,1,No,16,Yes
EMP0520,53,IT,Developer,Bachelor,3000.0,4.5,3,4,Yes,22,No
EMP0521,56,Sales,Consultant,Bachelor,9388.0,8.9,4,2,Yes,10,No
EMP0522,27,Finance,Executive,Bachelor,6249.0,10.1,2,4,No,16,No
EMP0523,36,Marketing,Analyst,Master,9142.0,10.6,3,3,Yes,13,No
EMP0524,34,Finance,Manager,PhD,8132.0,13.5,4,3,No,16,No
EMP0525,38,Operations,Developer,Bachelor,5356.0,12.4,1,4,Yes,18,No
EMP0526,50,Marketing,Manager,Bachelor,17270.0,6.4,4,2,Yes,4,No
EMP0527,42,IT,Manager,Bachelor,5886.0,2.7,1,4,No,10,Yes
EMP0528,40,Finance,Analyst,Bachelor,6752.0,5.2,3,3,No,20,No
EMP0529,31,IT,Executive,PhD,4289.0,2.4,2,4,Yes,4,No
EMP0530,59,Marketing,Manager,PhD,9744.0,1.2,1,2,Yes,10,Yes
EMP0531,56,HR,Developer,Bachelor,3000.0,2.7,1,4,No,8,No
EMP0532,28,Marketing,Developer,PhD,7667.0,12.8,4,2,No,13,No
EMP0533,52,Operations,Consultant,Master,8370.0,1.0,4,4,No,12,No
EMP0534,25,Marketing,Manager,Bachelor,7567.0,0.5,4,3,Yes,2,No
EMP0535,29,HR,Manager,Bachelor,9623.0,1.7,1,2,No,25,No
EMP0536,28,IT,Analyst,PhD,9584.0,8.3,1,4,No,29,No
EMP0537,35,Sales,Developer,High School,12626.0,6.8,1,2,No,28,No
EMP0538,32,HR,Analyst,PhD,5437.0,10.6,1,2,No,27,No
EMP0539,55,IT,Consultant,Bachelor,6786.0,6.5,3,2,No,16,No
EMP0540,22,Finance,Executive,High School,10211.0,4.9,2,4,No,9,No
EMP0541,46,Operations,Analyst,High School,5361.0,8.9,1,4,No,11,No
EMP0542,58,Operations,Developer,Bachelor,8848.0,4.9,1,4,No,20,No
EMP0543,45,Finance,Developer,Bachelor,7939.0,8.2,3,1,No,2,No
EMP0544,24,Operations,Developer,Bachelor,9326.0,1.8,3,3,Yes,26,No
EMP0545,27,Marketing,Analyst,Master,5455.0,9.8,2,2,No,2,No
EMP0546,39,Operations,Manager,Bachelor,7814.0,0.9,1,4,No,5,No
EMP0547,23,Finance,Consultant,Bachelor,4680.0,2.1,2,1,No,1,No
EMP0548,31,Sales,Manager,Master,6554.0,1.4,3,1,No,25,No
EMP0549,35,Sales,Manager,Master,6554.0,8.6,3,3,Yes,12,No
EMP0550,35,Finance,Executive,Bachelor,3608.0,1.1,3,4,No,13,No
EMP0551,55,Sales,Developer,Bachelor,6969.0,0.7,4,4,No,3,No
EMP0552,29,IT,Consultant,Bachelor,9447.0,2.4,4,4,No,12,No
EMP0553,48,Operations,Consultant,PhD,4639.0,3.4,2,3,No,29,No
EMP0554,32,Finance,Executive,Bachelor,9459.0,4.8,4,4,Yes,15,No
EMP0555,31,IT,Consultant,Bachelor,7544.0,1.0,3,4,No,23,No
EMP0556,56,Finance,Developer,Master,10783.0,4.5,2,2,No,23,No
EMP0557,55,IT,Developer,Master,7366.0,2.3,2,3,No,8,No
EMP0558,44,IT,Executive,Master,6985.0,5.9,3,3,No,28,No
EMP0559,48,Finance,Analyst,Bachelor,4289.0,16.5,3,1,No,4,No
EMP0560,30,HR,Analyst,Bachelor,7208.0,0.9,2,3,No,2,No
EMP0561,25,Sales,Executive,Bachelor,12788.0,7.7,4,1,No,29,No
EMP0562,50,HR,Consultant,High School,11524.0,0.5,2,3,No,28,No
EMP0563,24,Operations,Executive,Bachelor,6609.0,0.5,3,4,No,25,No
EMP0564,45,Sales,Consultant,Bachelor,7332.0,0.8,2,4,No,22,No
EMP0565,53,Sales,Manager,Bachelor,10498.0,0.8,1,2,No,17,No
EMP0566,23,IT,Analyst,Bachelor,8108.0,19.7,2,3,Yes,23,No
EMP0567,58,Finance,Analyst,Bachelor,8764.0,0.7,4,3,No,23,No
EMP0568,45,Sales,Manager,Master,9294.0,5.7,2,4,No,2,No
EMP0569,26,Finance,Analyst,High School,3747.0,11.1,1,3,Yes,21,No
EMP0570,36,Operations,Consultant,Master,3744.0,6.7,4,4,No,22,No
EMP0571,57,Finance,Manager,Bachelor,3469.0,0.5,2,4,No,21,No
EMP0572,44,Operations,Manager,Bachelor,5702.0,5.4,1,1,No,18,Yes
EMP0573,52,Marketing,Analyst,PhD,6421.0,4.8,1,4,No,28,No
EMP0574,26,Marketing,Developer,Bachelor,4201.0,2.9,1,3,Yes,16,Yes
EMP0575,45,Operations,Manager,Bachelor,5152.0,9.4,4,4,Yes,3,No
EMP0576,59,Sales,Manager,Bachelor,8785.0,3.8,1,4,No,15,No
EMP0577,24,Sales,Executive,Bachelor,9419.0,17.1,2,4,No,18,No
EMP0578,57,Operations,Manager,Bachelor,8083.0,2.6,2,3,Yes,17,No
EMP0579,24,Operations,Manager,Bachelor,4597.0,3.7,2,2,Yes,11,No
EMP0580,22,IT,Consultant,High School,9495.0,0.5,1,2,Yes,1,Yes
EMP0581,29,Finance,Manager,Master,7779.0,12.2,4,1,Yes,8,No
EMP0582,51,Sales,Analyst,High School,9533.0,12.5,1,1,Yes,4,No
EMP0583,30,Operations,Analyst,Bachelor,16185.0,14.0,1,3,No,7,No
EMP0584,38,IT,Executive,High School,8482.0,4.0,3,2,No,10,No
EMP0585,29,Marketing,Executive,Bachelor,3957.0,3.2,1,1,No,20,Yes
EMP0586,54,Finance,Developer,Bachelor,8479.0,10.2,4,1,No,8,No
EMP0587,42,HR,Manager,Bachelor,9587.0,19.8,4,2,No,17,No
EMP0588,33,IT,Executive,Master,9307.0,6.9,2,2,No,2,No
EMP0589,34,Sales,Consultant,Bachelor,4639.0,4.3,3,2,Yes,24,No
EMP0590,38,Marketing,Manager,High School,5732.0,0.5,3,4,Yes,16,No
EMP0591,58,HR,Executive,Master,8312.0,28.4,2,1,Yes,13,Yes
EMP0592,54,Finance,Developer,Bachelor,11779.0,14.3,3,1,No,18,No
EMP0593,31,IT,Manager,Master,7082.0,9.0,3,4,Yes,14,No
EMP0594,23,IT,Analyst,Master,5340.0,2.1,1,3,No,14,No
EMP0595,59,Marketing,Manager,Bachelor,12054.0,7.9,1,3,Yes,4,No
EMP0596,30,Finance,Analyst,Master,7629.0,5.9,4,2,No,12,No
EMP0597,52,Marketing,Manager,Master,11026.0,0.5,2,3,Yes,3,No
EMP0598,27,Marketing,Consultant,Master,4390.0,0.7,1,2,No,12,Yes
EMP0599,54,IT,Consultant,Master,6347.0,3.7,3,3,No,12,No
EMP0600,56,Operations,Manager,PhD,10060.0,4.2,2,3,No,29,No
EMP0601,46,HR,Manager,PhD,12177.0,1.7,2,3,No,16,No
EMP0602,29,IT,Developer,Bachelor,8112.0,15.7,1,1,No,22,Yes
EMP0603,41,HR,Manager,Bachelor,6562.0,0.8,2,3,No,4,No
EMP0604,59,IT,Executive,Bachelor,10710.0,1.9,1,3,No,26,Yes
EMP0605,41,HR,Manager,Master,8362.0,4.8,3,3,No,25,No
EMP0606,59,Marketing,Developer,Master,9301.0,0.5,4,1,No,12,No
EMP0607,46,HR,Consultant,Bachelor,11651.0,0.5,4,3,No,28,No
EMP0608,54,Finance,Developer,Bachelor,11555.0,30.0,3,2,No,19,No
EMP0609,37,Sales,Manager,High School,9817.0,3.9,4,4,Yes,18,No
EMP0610,44,Finance,Consultant,Bachelor,3000.0,5.2,3,3,No,7,No
EMP0611,55,HR,Manager,Master,4705.0,3.4,1,2,No,15,Yes
EMP0612,59,Marketing,Consultant,Bachelor,3000.0,4.1,1,1,No,19,No
EMP0613,24,Operations,Developer,Bachelor,5855.0,0.5,1,1,No,20,No
EMP0614,31,Operations,Consultant,Master,15563.0,7.8,2,3,No,29,No
EMP0615,36,Sales,Executive,Bachelor,6724.0,3.8,2,1,No,5,Yes
EMP0616,59,Marketing,Developer,Bachelor,7272.0,1.6,2,3,Yes,11,No
EMP0617,46,Finance,Analyst,Bachelor,8157.0,0.5,3,4,No,24,No
EMP0618,41,IT,Consultant,High School,9226.0,1.0,2,1,Yes,10,No
EMP0619,41,IT,Executive,Master,3396.0,2.0,4,1,No,26,No
EMP0620,37,Finance,Consultant,Bachelor,8747.0,22.5,1,4,No,28,No
EMP0621,57,IT,Manager,Bachelor,7782.0,11.5,3,2,Yes,12,No
EMP0622,27,Finance,Executive,Master,8465.0,4.2,3,4,No,12,No
EMP0623,53,HR,Developer,Master,8676.0,6.1,2,4,No,2,No
EMP0624,47,Finance,Analyst,Bachelor,8119.0,2.3,3,3,No,9,No
EMP0625,57,Marketing,Manager,Master,7456.0,1.1,4,2,Yes,2,No
EMP0626,52,Sales,Executive,Master,12792.0,6.9,1,3,Yes,9,Yes
EMP0627,57,Sales,Consultant,Bachelor,9260.0,1.5,1,4,No,5,No
EMP0628,24,IT,Manager,Bachelor,8933.0,5.6,4,1,No,3,No
EMP0629,40,IT,Developer,Bachelor,12031.0,1.6,4,4,Yes,7,No
EMP0630,26,Finance,Developer,PhD,11657.0,4.9,4,3,Yes,10,No
EMP0631,33,Operations,Developer,Bachelor,5246.0,7.8,2,4,No,7,No
EMP0632,54,Operations,Manager,Bachelor,8923.0,2.8,3,1,No,24,No
EMP0633,34,Marketing,Executive,Master,10975.0,0.5,1,2,Yes,17,No
EMP0634,48,Finance,Developer,Bachelor,14266.0,2.8,4,3,No,18,No
EMP0635,32,Operations,Developer,PhD,4288.0,6.3,2,1,No,25,Yes
EMP0636,37,Marketing,Developer,Master,7031.0,7.1,4,4,No,21,No
EMP0637,53,Operations,Consultant,Bachelor,6029.0,4.0,1,2,No,12,No
EMP0638,40,HR,Analyst,High School,14931.0,8.2,2,1,No,19,No
EMP0639,25,IT,Executive,Bachelor,7814.0,11.4,3,3,No,18,No
EMP0640,55,Finance,Analyst,Master,8398.0,9.1,1,1,No,17,No
EMP0641,38,Operations,Executive,Bachelor,3970.0,1.9,1,4,No,10,No
EMP0642,31,Marketing,Consultant,PhD,14255.0,3.9,2,2,No,28,No
EMP0643,58,Marketing,Analyst,Bachelor,7374.0,4.4,1,1,Yes,8,Yes
EMP0644,54,HR,Analyst,Bachelor,10549.0,13.3,3,4,Yes,25,No
EMP0645,25,Operations,Consultant,Bachelor,4188.0,6.8,2,2,No,15,No
EMP0646,34,Marketing,Developer,Bachelor,9971.0,6.8,4,3,Yes,28,Yes
EMP0647,54,Finance,Executive,Bachelor,6474.0,1.1,1,3,Yes,8,No
EMP0648,51,HR,Consultant,PhD,5791.0,1.4,2,2,No,23,No
EMP0649,50,Marketing,Manager,Master,7308.0,3.4,2,2,Yes,13,No
EMP0650,24,Finance,Developer,PhD,9324.0,0.8,1,1,Yes,16,No
EMP0651,55,Sales,Manager,PhD,12966.0,5.0,1,2,Yes,12,No
EMP0652,22,Sales,Consultant,PhD,9703.0,5.1,1,4,Yes,5,Yes
EMP0653,58,Finance,Developer,Master,5082.0,3.7,3,1,Yes,9,No
EMP0654,59,Finance,Developer,Master,9425.0,4.9,2,3,No,7,No
EMP0655,24,HR,Developer,PhD,10125.0,0.6,4,1,Yes,24,No
EMP0656,30,Finance,Manager,Bachelor,8879.0,30.0,3,2,Yes,18,No
EMP0657,35,Marketing,Developer,Bachelor,6051.0,5.9,4,2,No,27,No
EMP0658,43,Sales,Developer,Master,4681.0,9.3,3,1,Yes,28,Yes
EMP0659,23,HR,Developer,Master,4244.0,0.5,2,2,No,17,No
EMP0660,42,HR,Manager,Bachelor,9102.0,1.0,4,4,No,4,No
EMP0661,53,IT,Consultant,Master,5872.0,9.0,3,1,Yes,23,No
EMP0662,55,Sales,Executive,Master,9939.0,6.0,4,1,No,22,No
EMP0663,36,Marketing,Developer,High School,7533.0,6.6,1,1,Yes,22,Yes
EMP0664,34,Finance,Consultant,Bachelor,9638.0,0.5,4,3,No,1,Yes
EMP0665,46,Sales,Executive,Bachelor,6098.0,1.9,2,2,No,19,No
EMP0666,43,Operations,Analyst,PhD,10120.0,5.9,4,3,No,12,No
EMP0667,39,IT,Executive,PhD,7458.0,2.3,1,2,Yes,10,No
EMP0668,31,IT,Developer,Bachelor,3000.0,12.8,3,4,Yes,4,Yes
EMP0669,50,Operations,Executive,Master,7151.0,3.1,4,2,No,6,No
EMP0670,56,Finance,Analyst,Bachelor,10420.0,0.5,1,1,No,4,No
EMP0671,34,Sales,Consultant,Bachelor,3000.0,1.7,3,4,Yes,22,Yes
EMP0672,31,IT,Developer,PhD,11236.0,2.6,2,4,Yes,21,No
EMP0673,57,HR,Manager,High School,8309.0,1.0,4,3,No,21,No
EMP0674,43,Finance,Consultant,Master,12980.0,2.7,1,1,No,11,No
EMP0675,29,Operations,Developer,Master,7655.0,9.7,2,3,No,27,No
EMP0676,31,Marketing,Developer,High School,3000.0,5.3,1,2,No,22,No
EMP0677,51,HR,Analyst,High School,8098.0,4.1,2,2,Yes,25,No
EMP0678,34,Marketing,Executive,Bachelor,7788.0,2.9,4,4,No,21,No
EMP0679,27,HR,Analyst,Bachelor,7734.0,11.0,3,3,No,8,No
